#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
284_RNODE_13_length_5187_8,123214.PERMA_0929,1.3E-54,184.0,"COG0647@1|root,COG0647@2|Bacteria,2G4JV@200783|Aquificae",200783|Aquificae,G,Haloacid dehalogenase-like hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,"Hydrolase_6,Hydrolase_like"
284_RNODE_13_length_5187_9,1002672.SAR11G3_00971,9.77E-57,179.0,"2CNK3@1|root,32SH9@2|Bacteria,1N02U@1224|Proteobacteria",1224|Proteobacteria,S,Protein of Unknown function (DUF2784),-,-,-,-,-,-,-,-,-,-,-,-,DUF2784
284_RNODE_13_length_5187_10,1121481.AUAS01000005_gene1948,1.92E-42,144.0,"COG2905@1|root,COG2905@2|Bacteria,4NP1Y@976|Bacteroidetes,47PPN@768503|Cytophagia",976|Bacteroidetes,T,Domain in cystathionine beta-synthase and other proteins.,-,-,-,-,-,-,-,-,-,-,-,-,CBS
284_RNODE_14_length_1034_1,1131266.ARWQ01000010_gene29,1.58E-76,242.0,"COG3794@1|root,arCOG02926@2157|Archaea",2157|Archaea,C,PFAM blue (type 1) copper domain protein,-,-,-,-,-,-,-,-,-,-,-,-,Copper-bind
284_RNODE_15_length_1183_1,2340.JV46_03320,3.92E-141,408.0,"COG2826@1|root,COG2826@2|Bacteria,1MWI0@1224|Proteobacteria,1RRSE@1236|Gammaproteobacteria,1J63G@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,L,IS30 family,ISPlu1B,-,-,ko:K07482,-,-,-,-,ko00000,-,-,-,"HTH_38,rve"
284_RNODE_6_length_2582_1,1131266.ARWQ01000003_gene1565,4.9E-159,454.0,"COG1088@1|root,arCOG01371@2157|Archaea,41T02@651137|Thaumarchaeota",651137|Thaumarchaeota,M,Male sterility protein,-,-,4.2.1.46,ko:K01710,"ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130",M00793,R06513,RC00402,"ko00000,ko00001,ko00002,ko01000",-,-,-,GDP_Man_Dehyd
284_RNODE_6_length_2582_2,1131266.ARWQ01000003_gene1544,4.54E-167,484.0,"COG2220@1|root,arCOG00497@2157|Archaea,41T9A@651137|Thaumarchaeota",651137|Thaumarchaeota,S,Beta-lactamase superfamily domain,-,-,-,ko:K14952,"ko05152,map05152",-,-,-,"ko00000,ko00001",-,-,-,Lactamase_B_3
285_RNODE_10_length_6949_1,290398.Csal_0167,8.04E-64,197.0,"COG1917@1|root,COG1917@2|Bacteria,1MUY3@1224|Proteobacteria,1S148@1236|Gammaproteobacteria,1XQXB@135619|Oceanospirillales",135619|Oceanospirillales,S,"Cupin 2, conserved barrel",-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_10_length_6949_2,1122614.JHZF01000017_gene2882,0.0,1281.0,"COG0025@1|root,COG0664@1|root,COG0025@2|Bacteria,COG0664@2|Bacteria,1MW5T@1224|Proteobacteria,2TSHB@28211|Alphaproteobacteria,2PDQ2@252301|Oceanicola",28211|Alphaproteobacteria,PT,Cyclic nucleotide-monophosphate binding domain,-,-,-,ko:K03316,-,-,-,-,ko00000,2.A.36,-,-,"Na_H_Exchanger,cNMP_binding"
285_RNODE_10_length_6949_3,1305735.JAFT01000005_gene2401,8.06E-50,173.0,"COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,2TRI6@28211|Alphaproteobacteria,2PDTG@252301|Oceanicola",28211|Alphaproteobacteria,P,Sulfatase,-,-,-,-,-,-,-,-,-,-,-,-,"DUF4976,Sulfatase"
285_RNODE_10_length_6949_4,1305735.JAFT01000005_gene2401,1.39E-45,162.0,"COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,2TRI6@28211|Alphaproteobacteria,2PDTG@252301|Oceanicola",28211|Alphaproteobacteria,P,Sulfatase,-,-,-,-,-,-,-,-,-,-,-,-,"DUF4976,Sulfatase"
285_RNODE_10_length_6949_6,1231392.OCGS_0991,3.88E-48,163.0,"COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,2TRI6@28211|Alphaproteobacteria",28211|Alphaproteobacteria,P,COG3119 Arylsulfatase A and related enzymes,-,-,-,-,-,-,-,-,-,-,-,-,"DUF4976,Sulfatase"
285_RNODE_10_length_6949_7,1305735.JAFT01000005_gene2398,1.68E-40,147.0,"COG0277@1|root,COG0277@2|Bacteria,1MU6Y@1224|Proteobacteria,2TRYI@28211|Alphaproteobacteria,2PCIS@252301|Oceanicola",28211|Alphaproteobacteria,C,"FAD linked oxidases, C-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"FAD-oxidase_C,FAD_binding_4"
285_RNODE_10_length_6949_9,1305735.JAFT01000005_gene2395,3.25E-60,210.0,"COG3333@1|root,COG3333@2|Bacteria,1MUKR@1224|Proteobacteria,2TR4Q@28211|Alphaproteobacteria,2PD3T@252301|Oceanicola",28211|Alphaproteobacteria,S,Tripartite tricarboxylate transporter TctA family,-,-,-,ko:K07793,"ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000",2.A.80.1,-,-,TctA
285_RNODE_14_length_2634_1,557599.MKAN_17410,1.54E-96,293.0,"2EE42@1|root,337YQ@2|Bacteria,2IA9N@201174|Actinobacteria",201174|Actinobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_14_length_2634_2,557599.MKAN_17400,7.35E-52,170.0,"2BXAD@1|root,33WG5@2|Bacteria,2IQGA@201174|Actinobacteria,23E44@1762|Mycobacteriaceae",201174|Actinobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_1,462590.A9J4Z1_BPPYU,1.68E-41,163.0,"4QB5I@10239|Viruses,4QUT2@35237|dsDNA viruses  no RNA stage,4QPQ9@28883|Caudovirales,4QKRP@10699|Siphoviridae",10699|Siphoviridae,S,helicase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_25,1622193.A0A0E3T8C0_9CAUD,9.78E-23,93.6,"4QFQN@10239|Viruses,4QTIP@28883|Caudovirales,4QKNU@10699|Siphoviridae",10699|Siphoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_43,391165.GbCGDNIH1_1552,6.41E-19,98.2,"2DSRV@1|root,33H7G@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S74
285_RNODE_16_length_58333_46,1468179.A0A0C4K5Y2_9VIRU,3.91E-32,139.0,4QAK6@10239|Viruses,10239|Viruses,S,N-acetylmuramoyl-L-alanine amidase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_49,644968.DFW101_3033,2.12E-10,62.4,"2CICW@1|root,346YY@2|Bacteria,1QEB4@1224|Proteobacteria,435YB@68525|delta/epsilon subdivisions,2X9DP@28221|Deltaproteobacteria,2MC47@213115|Desulfovibrionales",28221|Deltaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_60,1283077.M1HLK5_9CAUD,2.1E-31,112.0,"4QB53@10239|Viruses,4QW98@35237|dsDNA viruses  no RNA stage,4QSJ1@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_63,1304275.C41B8_05408,7.85E-98,297.0,"2DVPY@1|root,33WQ8@2|Bacteria,1N9VQ@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_16_length_58333_67,390874.Tpet_0416,1.7E-10,61.2,"COG0234@1|root,COG0234@2|Bacteria,2GD7H@200918|Thermotogae",200918|Thermotogae,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,groS,"GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077",-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Cpn10
285_RNODE_16_length_58333_69,572265.HDEF_1700,5.84E-39,136.0,"COG3108@1|root,COG3108@2|Bacteria,1RICX@1224|Proteobacteria,1S6D5@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,peptidase M15,-,-,-,ko:K17733,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,Peptidase_M15_4
285_RNODE_16_length_58333_75,1304275.C41B8_05453,3.42E-153,475.0,"COG0234@1|root,COG0234@2|Bacteria,1NJKP@1224|Proteobacteria",1224|Proteobacteria,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,-,-,-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,-
285_RNODE_1_length_12329_1,1461694.ATO9_23665,1.69E-148,420.0,"COG2801@1|root,COG2801@2|Bacteria,1MVC8@1224|Proteobacteria,2TRX0@28211|Alphaproteobacteria,2PCUS@252301|Oceanicola",28211|Alphaproteobacteria,L,COG2801 Transposase and inactivated derivatives,-,-,-,ko:K07497,-,-,-,-,ko00000,-,-,-,"HTH_21,rve"
285_RNODE_1_length_12329_2,391624.OIHEL45_17576,2.45E-58,180.0,"COG2963@1|root,COG2963@2|Bacteria,1N06K@1224|Proteobacteria,2VEYA@28211|Alphaproteobacteria",28211|Alphaproteobacteria,L,COG2963 Transposase and inactivated derivatives,-,-,-,-,-,-,-,-,-,-,-,-,HTH_Tnp_1
285_RNODE_1_length_12329_3,1342301.JASD01000006_gene73,3.2E-189,526.0,"COG2801@1|root,COG2801@2|Bacteria,1MVC8@1224|Proteobacteria,2TRX0@28211|Alphaproteobacteria,3ZY3P@60136|Sulfitobacter",28211|Alphaproteobacteria,L,COG2801 Transposase and inactivated derivatives,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_21,rve,rve_3"
285_RNODE_1_length_12329_4,1535287.JP74_18130,2.42E-82,256.0,"COG1409@1|root,COG1409@2|Bacteria,1MWKX@1224|Proteobacteria,2U5HA@28211|Alphaproteobacteria",28211|Alphaproteobacteria,G,"Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes",-,-,3.1.4.53,ko:K03651,"ko00230,ko02025,map00230,map02025",-,R00191,RC00296,"ko00000,ko00001,ko01000",-,-,-,Metallophos
285_RNODE_1_length_12329_5,1082931.KKY_2758,5.86E-169,488.0,"COG1653@1|root,COG1653@2|Bacteria,1P20V@1224|Proteobacteria,2TVPW@28211|Alphaproteobacteria",28211|Alphaproteobacteria,G,ABC transporter,-,-,-,ko:K02027,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,SBP_bac_8
285_RNODE_1_length_12329_6,1535287.JP74_18110,3.61E-71,231.0,"COG2365@1|root,COG2365@2|Bacteria,1R4XF@1224|Proteobacteria,2U0KA@28211|Alphaproteobacteria,3N88B@45401|Hyphomicrobiaceae",28211|Alphaproteobacteria,T,Tyrosine phosphatase family,-,-,3.1.3.48,ko:K01104,-,-,-,-,"ko00000,ko01000",-,-,-,Y_phosphatase3
285_RNODE_1_length_12329_7,1082931.KKY_2762,4.41E-140,409.0,"COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TQQJ@28211|Alphaproteobacteria,3N83C@45401|Hyphomicrobiaceae",28211|Alphaproteobacteria,E,TOBE domain,-,-,3.6.3.20,ko:K05816,"ko02010,map02010",M00198,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1.1.3,-,-,"ABC_tran,TOBE_2"
285_RNODE_1_length_12329_9,1121271.AUCM01000007_gene3703,2.53E-27,106.0,"COG1309@1|root,COG1309@2|Bacteria",2|Bacteria,K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
285_RNODE_1_length_12329_11,452662.SJA_C2-03850,1.32E-29,114.0,"COG1024@1|root,COG1024@2|Bacteria,1N4N7@1224|Proteobacteria,2TS6T@28211|Alphaproteobacteria,2K1V0@204457|Sphingomonadales",204457|Sphingomonadales,I,enoyl-CoA hydratase,-,-,4.2.1.17,ko:K01692,"ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01212","M00032,M00087","R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06411,R06412,R06942,R08093","RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115","ko00000,ko00001,ko00002,ko01000",-,-,-,ECH_1
285_RNODE_1_length_12329_12,744980.TRICHSKD4_6085,4.02E-162,459.0,"COG2842@1|root,COG2842@2|Bacteria,1PSN7@1224|Proteobacteria,2TU9E@28211|Alphaproteobacteria",28211|Alphaproteobacteria,L,NTP-binding protein,-,-,-,-,-,-,-,-,-,-,-,-,TniB
285_RNODE_1_length_12329_13,1502724.FF80_01003,3.67E-297,821.0,"COG2801@1|root,COG2801@2|Bacteria,1PH9R@1224|Proteobacteria,2VBBA@28211|Alphaproteobacteria,3N97B@45401|Hyphomicrobiaceae",28211|Alphaproteobacteria,L,"Mu transposase, C-terminal",-,-,-,-,-,-,-,-,-,-,-,-,"Mu-transpos_C,rve"
285_RNODE_6_length_30387_1,1291050.JAGE01000001_gene480,1.1E-10,62.4,"2C6KN@1|root,32Y69@2|Bacteria,1VANX@1239|Firmicutes,24MNG@186801|Clostridia,3WR17@541000|Ruminococcaceae",186801|Clostridia,S,VRR_NUC,-,-,-,-,-,-,-,-,-,-,-,-,VRR_NUC
285_RNODE_6_length_30387_34,1150626.PHAMO_80072,2.99E-101,314.0,"COG1783@1|root,COG1783@2|Bacteria,1R66A@1224|Proteobacteria,2TV42@28211|Alphaproteobacteria,2JXEM@204441|Rhodospirillales",204441|Rhodospirillales,S,Terminase-like family,-,-,-,-,-,-,-,-,-,-,-,-,-
285_RNODE_6_length_30387_38,640081.Dsui_0187,5.12E-10,67.0,"COG3756@1|root,COG3756@2|Bacteria,1N7P7@1224|Proteobacteria,2VTUI@28216|Betaproteobacteria,2KWQK@206389|Rhodocyclales",206389|Rhodocyclales,S,Protein of unknown function (DUF1376),-,-,-,-,-,-,-,-,-,-,-,-,DUF1376
285_RNODE_6_length_30387_58,749222.Nitsa_1157,1.66E-17,80.1,"2E645@1|root,330T3@2|Bacteria,1NEGX@1224|Proteobacteria,43352@68525|delta/epsilon subdivisions",1224|Proteobacteria,S,"Holin of 3TMs, for gene-transfer release",-,-,-,-,-,-,-,-,-,-,-,-,GTA_holin_3TM
286_RNODE_15_length_57935_5,1366055.S5M3Y0_9CAUD,7.48E-18,81.3,"4QB2U@10239|Viruses,4QVJC@35237|dsDNA viruses  no RNA stage,4QTMH@28883|Caudovirales",28883|Caudovirales,S,Pfam:GTA_holin_3TM,-,-,-,-,-,-,-,-,-,-,-,-,-
286_RNODE_15_length_57935_6,305900.GV64_11145,8.28E-31,114.0,"COG3772@1|root,COG3772@2|Bacteria,1N0ZQ@1224|Proteobacteria,1S9AE@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,lysozyme,-,-,3.2.1.17,ko:K01185,-,-,-,-,"ko00000,ko01000",-,-,-,Phage_lysozyme
286_RNODE_15_length_57935_23,1304275.C41B8_05408,1.28E-101,306.0,"2DVPY@1|root,33WQ8@2|Bacteria,1N9VQ@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286_RNODE_15_length_57935_26,1283077.M1HLK5_9CAUD,1.9E-27,102.0,"4QB53@10239|Viruses,4QW98@35237|dsDNA viruses  no RNA stage,4QSJ1@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286_RNODE_15_length_57935_37,596151.DesfrDRAFT_0443,1.04E-10,63.2,"2CICW@1|root,346YY@2|Bacteria,1QEB4@1224|Proteobacteria,435YB@68525|delta/epsilon subdivisions,2X9DP@28221|Deltaproteobacteria,2MC47@213115|Desulfovibrionales",28221|Deltaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
286_RNODE_15_length_57935_59,387092.NIS_0452,8.92E-11,61.2,"COG1591@1|root,COG1591@2|Bacteria,1Q5F4@1224|Proteobacteria,432FJ@68525|delta/epsilon subdivisions,2YSHX@29547|Epsilonproteobacteria",29547|Epsilonproteobacteria,L,VRR_NUC,-,-,-,-,-,-,-,-,-,-,-,-,-
286_RNODE_6_length_1109_1,575588.ACPN01000168_gene1352,2.65E-52,166.0,"2BG1Z@1|root,329Y7@2|Bacteria,1QNZA@1224|Proteobacteria,1TMN1@1236|Gammaproteobacteria,3NNZK@468|Moraxellaceae",1236|Gammaproteobacteria,S,"Antitoxin Phd_YefM, type II toxin-antitoxin system",-,-,-,-,-,-,-,-,-,-,-,-,PhdYeFM_antitox
286_RNODE_6_length_1109_2,1133569.AHYZ01000056_gene957,3.77E-16,76.6,"2EHZR@1|root,33BR8@2|Bacteria,1VQDB@1239|Firmicutes,4HRJT@91061|Bacilli,3F5IT@33958|Lactobacillaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PemK_toxin
286_RNODE_7_length_1047_1,43989.cce_5197,1.24E-21,102.0,"COG0226@1|root,COG0226@2|Bacteria,1FZZ0@1117|Cyanobacteria,3KGXQ@43988|Cyanothece",1117|Cyanobacteria,P,TIGRFAM phosphate binding protein,sphX,-,-,ko:K02040,"ko02010,ko02020,ko05152,map02010,map02020,map05152",M00222,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.7,-,-,"PBP_like,PBP_like_2"
286_RNODE_8_length_30695_1,1291050.JAGE01000001_gene480,1.1E-10,62.4,"2C6KN@1|root,32Y69@2|Bacteria,1VANX@1239|Firmicutes,24MNG@186801|Clostridia,3WR17@541000|Ruminococcaceae",186801|Clostridia,S,VRR_NUC,-,-,-,-,-,-,-,-,-,-,-,-,VRR_NUC
286_RNODE_8_length_30695_34,1150626.PHAMO_80072,1.37E-102,318.0,"COG1783@1|root,COG1783@2|Bacteria,1R66A@1224|Proteobacteria,2TV42@28211|Alphaproteobacteria,2JXEM@204441|Rhodospirillales",204441|Rhodospirillales,S,Terminase-like family,-,-,-,-,-,-,-,-,-,-,-,-,-
286_RNODE_8_length_30695_38,640081.Dsui_0187,3.77E-10,67.4,"COG3756@1|root,COG3756@2|Bacteria,1N7P7@1224|Proteobacteria,2VTUI@28216|Betaproteobacteria,2KWQK@206389|Rhodocyclales",206389|Rhodocyclales,S,Protein of unknown function (DUF1376),-,-,-,-,-,-,-,-,-,-,-,-,DUF1376
287_RNODE_10_length_7154_1,1501268.EW14_1518,4.89E-300,819.0,"COG0582@1|root,COG0582@2|Bacteria,1GI2B@1117|Cyanobacteria,1MN8M@1212|Prochloraceae",1117|Cyanobacteria,L,viral genome integration into host DNA,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_10_length_7154_3,1501268.EW14_1520,2.2E-51,162.0,"2A3SA@1|root,30SA6@2|Bacteria,1GH9Y@1117|Cyanobacteria,1MNYC@1212|Prochloraceae",1117|Cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_10_length_7154_4,1501268.EW14_1521,8.13E-147,423.0,"2A1PU@1|root,30PY7@2|Bacteria,1GKVS@1117|Cyanobacteria,1MNIH@1212|Prochloraceae",1117|Cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_10_length_7154_5,1501268.EW14_1522,2.15E-224,629.0,"2BJQ3@1|root,32E1S@2|Bacteria,1GIWK@1117|Cyanobacteria,1MNKG@1212|Prochloraceae",1117|Cyanobacteria,S,AAA domain,-,-,-,-,-,-,-,-,-,-,-,-,AAA_25
287_RNODE_10_length_7154_8,1501268.EW14_1559,1.35E-23,95.1,"2BPJX@1|root,32ICT@2|Bacteria,1GRCU@1117|Cyanobacteria,1MP1I@1212|Prochloraceae",1117|Cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_10_length_7154_9,59925.EU91_1416,2.94E-54,173.0,"2BNJ8@1|root,32H7Z@2|Bacteria,1GMEY@1117|Cyanobacteria,1MMFT@1212|Prochloraceae",1117|Cyanobacteria,J,Alternative locus ID,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_14_length_32330_3,1121890.AUDO01000005_gene1593,2.16E-16,75.9,"2DWKA@1|root,340UF@2|Bacteria,4P46C@976|Bacteroidetes,1I9PA@117743|Flavobacteriia,2NXEC@237|Flavobacterium",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_14_length_32330_13,398525.KB900701_gene4066,4.37E-09,62.4,"COG5377@1|root,COG5377@2|Bacteria,1QTBF@1224|Proteobacteria,2TV6Z@28211|Alphaproteobacteria,3JSZ4@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,L,YqaJ-like viral recombinase domain,-,-,-,-,-,-,-,-,-,-,-,-,YqaJ
287_RNODE_14_length_32330_25,856793.MICA_1840,2.63E-11,61.2,"2E5X1@1|root,31AKN@2|Bacteria,1Q5TM@1224|Proteobacteria,2VC44@28211|Alphaproteobacteria,4BT5X@82117|unclassified Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_14_length_32330_26,1121033.AUCF01000015_gene1508,8.97E-76,238.0,"28HS3@1|root,2Z7ZE@2|Bacteria,1QH9A@1224|Proteobacteria,2TVB0@28211|Alphaproteobacteria,2JPPD@204441|Rhodospirillales",204441|Rhodospirillales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_14_length_32330_32,1121456.ATVA01000014_gene632,2.47E-160,470.0,"COG1783@1|root,COG1783@2|Bacteria,1RAGC@1224|Proteobacteria,42Z29@68525|delta/epsilon subdivisions,2WTUP@28221|Deltaproteobacteria,2MCJK@213115|Desulfovibrionales",28221|Deltaproteobacteria,S,phage Terminase large subunit,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_14_length_32330_34,1090319.KE386571_gene1065,1.24E-19,84.7,"2DMJ8@1|root,32RY9@2|Bacteria,1RD1Q@1224|Proteobacteria,2U7AU@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rho_N
287_RNODE_14_length_32330_40,572265.HDEF_1700,6.21E-36,129.0,"COG3108@1|root,COG3108@2|Bacteria,1RICX@1224|Proteobacteria,1S6D5@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,peptidase M15,-,-,-,ko:K17733,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,Peptidase_M15_4
287_RNODE_14_length_32330_48,264203.ZMO0399,4.49E-16,86.7,"2DNY5@1|root,32ZRU@2|Bacteria,1QY15@1224|Proteobacteria,2TXF7@28211|Alphaproteobacteria,2KEHY@204457|Sphingomonadales",204457|Sphingomonadales,S,Chaperone of endosialidase,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S74
287_RNODE_18_length_145069_1,238854.Q5GQD4_BPSYP,2.21E-39,137.0,"4QDXQ@10239|Viruses,4QV9C@35237|dsDNA viruses  no RNA stage,4QQF2@28883|Caudovirales,4QIMB@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_3,1357423.S5MCZ1_9CAUD,2.19E-50,168.0,"4QDKB@10239|Viruses,4QVIT@35237|dsDNA viruses  no RNA stage,4QPPF@28883|Caudovirales,4QINJ@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_6,268746.Q58MY9_BPPRM,2.78E-12,61.2,"4QDBG@10239|Viruses,4QU7H@28883|Caudovirales,4QI66@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_14,445696.E3SST2_9CAUD,2.09E-44,146.0,"4QFH4@10239|Viruses,4QXMN@35237|dsDNA viruses  no RNA stage,4QPFZ@28883|Caudovirales,4QIIX@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_20,1366055.S5MLS6_9CAUD,1.32E-23,97.4,"4QE7X@10239|Viruses,4QVF0@35237|dsDNA viruses  no RNA stage,4QPUM@28883|Caudovirales,4QN8I@10699|Siphoviridae",10699|Siphoviridae,S,Cytidine and deoxycytidylate deaminase zinc-binding region,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_24,1589746.A0A0B4ZZD6_9CAUD,8.25E-12,66.6,"4QAQV@10239|Viruses,4QPCB@28883|Caudovirales,4QKM5@10699|Siphoviridae",10699|Siphoviridae,S,sequence-specific DNA binding,-,-,-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_26,869724.H6BIC5_9CAUD,1.07E-232,681.0,"4QB40@10239|Viruses,4QV3M@35237|dsDNA viruses  no RNA stage,4QPWY@28883|Caudovirales,4QHVQ@10662|Myoviridae",10662|Myoviridae,S,nucleotide binding,-,"GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009987,GO:0016032,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019058,GO:0019079,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0039686,GO:0039693,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0046483,GO:0051704,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576",-,-,-,-,-,-,-,-,-,-,-
287_RNODE_18_length_145069_27,883078.HMPREF9695_04553,4.67E-23,95.9,"COG0071@1|root,COG0071@2|Bacteria,1RH2X@1224|Proteobacteria,2U96D@28211|Alphaproteobacteria,3JY7Z@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,O,Hsp20/alpha crystallin family,ibpA,-,-,ko:K04080,-,-,-,-,"ko00000,ko03110",-,-,-,HSP20
287_RNODE_18_length_145069_30,1122194.AUHU01000003_gene2056,1.75E-36,125.0,"COG0760@1|root,COG0760@2|Bacteria,1MZDK@1224|Proteobacteria,1S9DN@1236|Gammaproteobacteria,467WN@72275|Alteromonadaceae",1236|Gammaproteobacteria,O,COG0760 Parvulin-like peptidyl-prolyl isomerase,ppiC,-,5.2.1.8,ko:K03769,-,-,-,-,"ko00000,ko01000,ko03110",-,-,-,"Rotamase,Rotamase_3"
287_RNODE_18_length_145069_32,444861.E3SPN3_9CAUD,5.66E-58,183.0,"4QBKQ@10239|Viruses,4QVKF@35237|dsDNA viruses  no RNA stage,4QQM7@28883|Caudovirales",28883|Caudovirales,S,Bacteriophage translational regulator,-,-,-,-,-,-,-,-,-,-,-,-,-
